features,reg,MAE
37.2773255295221,0.02994273417829898,0.721672849218464
46.82804673151881,0.33349309972539365,0.7143792539609077
59.63257218656554,0.33681748492160996,0.7137487141592821
71.9041819497383,0.12838050853276975,0.7168712685965213
41.92636647365057,0.32012814817407165,0.719698773632216
45.42106064248868,0.30706501658911894,0.7114819174953827
33.723934749745965,0.25745433455276484,0.7185102327395052
50.75423408194445,0.0894465887728215,0.7197939406943125
28.39599941345899,0.28829086860556347,0.7194109868838281
87.7297113561736,0.27506458609921886,0.7135559643399648
30.13518691812563,0.31932412177264574,0.7170277394837128
52.6291867694806,0.06986103501333937,0.7150194682064933
56.09375942647204,0.23638863532816812,0.7119282251436397
40.61753258294114,0.21626698233971467,0.7167627507939829
91.57476519219384,0.17040297538459284,0.7108517382047765
98.59213470553581,0.22315658750105513,0.7138829632915326
67.97885694198179,0.2876667529964278,0.7174203423096693
74.38635683115886,0.3853333064866931,0.7119311710627759
8.232157540250615,0.18881463089170586,0.7178313252725392
56.503005415272646,0.3684560232563706,0.7143300911754991
15.197324987723995,0.1681497876468691,0.714278605226491
86.35659192535648,0.14430977229949035,0.7058702386036237
97.30495343928251,0.14731465359392204,0.7058329479575036
81.91535506028856,0.12442064558097819,0.7097379898555375
98.71464351526645,0.010667343952948605,0.7115093259444331
85.14594903954729,0.1303553390158834,0.7086222965635307
93.4850242877325,0.07193015127098538,0.7163682564751671
78.97590714787506,0.15055594643108464,0.7167651766824849
99.59030215727137,0.034075201011933676,0.7132602014537459
63.40121766484225,0.09801039370938286,0.7158285987669739
76.06789958109566,0.04260542111456421,0.7107087430098454
94.95912185007211,0.1895553678947185,0.7130547739587414
68.42072738274226,0.10405280741370351,0.7179782191615823
88.45152667059644,0.1576731143014745,0.7107128058510971
82.71090851798381,0.19646024638629114,0.7143787101837269
22.109513883641966,0.05420683324413861,0.7098295134668718
63.32971793428378,0.24842489639373366,0.7134327793944554
70.25614356619451,0.014439896413498743,0.713163749876635
99.75069751124333,0.13965855278224884,0.7106580036501455
78.25010521573661,0.11548720414814698,0.7100874295873506
93.12526064203642,0.07795970741423099,0.7124779778850929
48.05625243195149,0.17331565258926546,0.7162594318987019
63.37851204866241,0.22019201629970842,0.7096415036795388
87.9529061228736,0.24959796565377126,0.7192670648485607
42.73936300474483,0.2684577529786533,0.7119514469554118
35.645731325074316,0.34320237988099467,0.7198699250888759
73.4266382910142,0.146310298283047,0.7116849959800895
3.6741314571827886,0.11360289347335323,0.7151552963457408
53.688313775221715,0.2021705908563223,0.7062460420010839
90.12456940158766,0.05695673699896295,0.713068116558756
95.69904158212313,0.08881184556259981,0.7080941703542544
84.56076873901834,0.23491837248748296,0.7173155938898887
57.846699531614036,0.303714096926116,0.7163403718306661
81.19170292745582,0.17819662498316868,0.7137838465344726
28.820326463316434,0.2087970760284266,0.7185516283668385
18.655704467256147,0.1605626201498328,0.7159636015334413
50.28253993238631,0.14093494275325189,0.7173331074215121
60.99252883273722,0.0863797230677488,0.7140492543818985
66.46039633466773,0.02064956985121047,0.719109258930145
97.18228604562934,0.1280359881415882,0.7120863883587496
86.25298350797145,0.05925614324258449,0.7189078001989396
78.10089347526409,0.28498285784675026,0.7139124949925199
71.96492598189246,0.23167776342459173,0.7124578809931067
91.46977973468519,0.18240640188091653,0.7155332070338635
44.64546610194728,0.03698208973110079,0.7159854815465017
54.4140085871072,0.20253700713849865,0.7141061435074051
40.01228540631573,0.26316945159252914,0.7201249707774435
13.032177704383429,0.1628426300334305,0.7159936528744991
34.444597961597566,0.21178382298101958,0.7193604225510623
66.37210675343059,0.1935118866511234,0.7101566447500858
25.37175802338125,0.10381880092221707,0.7170998047410947
60.38121861751672,0.11505291788188522,0.7090447463054098
38.17955843493009,0.24512728671128842,0.7170708978485071
76.15206537863548,0.15225270277962302,0.7129545456058128
31.43057832439406,0.22705190887275858,0.7091224791193759
82.0880528287713,0.13197395980498614,0.7138111822053015
25.04669145367805,0.18315319606256433,0.7208916698383308
46.44737622843844,0.34204401523338024,0.7185749054140298
52.68998934120911,0.3971879940826889,0.7213177705430227
1.871935367462676,0.3034532299555743,0.7273130648208845
70.07948305539767,0.27793484325537937,0.7156851520325587
93.8735794912828,0.09805461786021258,0.7123689410017601
96.95892977549629,0.19835638884101947,0.7131648462342546
79.88263138268033,0.06749333949385977,0.7121546051576804
99.80499819398177,0.3254673502909855,0.7079242279217974
9.61631056806133,0.12013291311142878,0.7175060401870454
89.49193690645998,0.24237427305462259,0.7125281954275509
49.12551833678933,0.16938432385757218,0.7137587299947952
85.96162449364434,0.13542219139418632,0.7111365369905044
75.27622850259995,0.2208780256027166,0.71004008379685
83.52236724634307,0.25595304272810016,0.7133288375510707
58.66391630374566,0.07982760682027949,0.7144546436672663
91.88419775473399,0.1455430669273008,0.7104754289741692
65.49727342113813,0.15517515939689291,0.720008064386601
42.168453093691916,0.3722820857495378,0.7166108900122669
55.822109381457885,0.10498432754766628,0.7155340496945318
18.243643233166722,0.046540113428606714,0.7178491946257475
31.591244656349627,0.20713048663651823,0.7200671080319773
69.07485014156876,0.026177572266707444,0.7163660650902642
87.19089320259849,0.17524243638291348,0.7094581819409016
