features,nDCG
66.17322406550183,0.45224233589883034
30.718545968380255,0.46451670866399297
87.75295674873931,0.43366775060392
58.094525672521335,0.4483681381201325
59.990421760773636,0.44544548790241556
78.08298474164879,0.4437975037632637
71.52567748537635,0.4473754953438999
62.54437125688963,0.4547117241627048
54.52545952321945,0.44739708782667414
9.633311898816892,0.44568574938659805
66.94840109044317,0.4479266349444727
10.342151214902975,0.45077315545720176
41.729565860593624,0.4592201024746825
46.30241757654198,0.44881441428153784
50.58151437574126,0.450097530005693
47.851517973635396,0.4539208674125873
53.176182658488976,0.446214478243966
42.074331778544035,0.451974299361598
63.85988480946912,0.4403979921763249
99.62025412054157,0.4389873003106375
94.98215401779645,0.43799926104095677
21.323315948598456,0.46095659990549037
85.56915886308357,0.4350871299381203
21.331950044202735,0.4585719160794279
6.837567511066961,0.4296009526848518
13.952639485384497,0.45204649572045097
62.81715751936053,0.4362183447582822
75.62591908136616,0.44224245657370864
91.02323685542879,0.44100983305955904
86.89628182191116,0.44673214159962327
59.01227381434183,0.4481693445168008
8.877542750924206,0.4356802647235604
61.20290062793951,0.4516797975680659
34.23411622406604,0.45879528006685116
38.845690545987566,0.45609883616939473
17.496396659171445,0.45321738647803145
16.486144532614638,0.46052295240669394
74.73396642515613,0.44119054243413836
77.02636217903576,0.4467275304231135
24.712797211093537,0.4588282578498436
58.50594319123948,0.44842458073476615
93.20011520511332,0.4486114587565854
66.60054954130126,0.44908173942534024
44.23714416890736,0.45300208742570003
42.15949783265848,0.45037041040184594
77.36807683400292,0.4377703252376088
48.68546948554292,0.45370587345067076
76.57402418423467,0.44214466206690434
81.45548844200121,0.44529629519296426
10.812710572931476,0.439526358645726
35.083182496362106,0.4549837429925827
87.04203178893765,0.4370137030765872
82.3040010309702,0.4478913389304336
35.91668007437831,0.4595773015772841
94.92117246812607,0.4381928156268747
45.712853173391615,0.45446926371071533
67.23166965976044,0.44518265108454724
27.13151965295862,0.45997740463788217
89.69305313924662,0.4482962673742694
71.08830151014295,0.45002143064243033
9.824583571107766,0.440450198042291
73.91816823162527,0.44448420999976523
81.34359409102461,0.4454735857494443
75.78485150062541,0.448714747194328
10.15464346689044,0.4508511963494318
37.83627626871247,0.46074373967815363
33.36471830025904,0.46331228345801784
48.03215831070696,0.4529386617208983
14.86786212722235,0.4570082799411149
56.58612810077308,0.44252692841982516
45.344677905994295,0.45624923024993164
7.499791186349088,0.43608795245622245
75.3186600138021,0.4442701719820525
78.0420986264768,0.4485061887975128
36.8071152030958,0.4622384032182682
71.10265260013875,0.4465949968741004
56.97559311635611,0.44463331484632007
99.06166082195377,0.43695321527515324
46.03894492697355,0.4544028504022431
54.915014986406874,0.4501982493702758
35.82970013537059,0.4584093075758676
98.74821322547005,0.434159646191464
99.90797023390016,0.4380132547896075
23.708846578411737,0.4563259937182538
13.952639485384497,0.45204649572045097
62.81715751936053,0.4362183447582822
75.62591908136616,0.44224245657370864
91.02323685542879,0.44100983305955904
86.89628182191116,0.44673214159962327
59.01227381434183,0.4481693445168008
8.877542750924206,0.4356802647235604
61.20290062793951,0.4516797975680659
34.23411622406604,0.45879528006685116
38.845690545987566,0.45609883616939473
17.496396659171445,0.45321738647803145
16.486144532614638,0.46052295240669394
74.73396642515613,0.44119054243413836
77.02636217903576,0.4467275304231135
24.712797211093537,0.4588282578498436
58.50594319123948,0.44842458073476615
