features,MRR
7.020515337595652,0.5147708462632566
46.36974821499358,0.6044926386445703
5.260399882376543,0.49471010843303015
89.28853791025723,0.6186136325846924
60.927397396417106,0.6066224893392048
31.30485481450014,0.5976313423438571
93.53664162959849,0.6114894445889173
31.280617114272843,0.5890119074233477
86.37863130038224,0.6132691342646599
50.365420190950296,0.604650528010384
18.780911912845525,0.5646430704718374
57.41887407949496,0.6069432237929341
71.31712654214405,0.6152305380176268
43.68365842446312,0.6021641154164694
83.97796546759054,0.6125875589763022
42.13227743112521,0.6024282517747098
36.94319475826971,0.5987794985039477
46.14999876351392,0.6001882477988422
48.46864754388819,0.5981813506557064
44.574558238933854,0.6070014470159139
38.41508257295905,0.5945904953860542
8.237793742837738,0.5350987601233624
40.569165544511044,0.5994683680301085
48.75495737438963,0.6057830337276054
62.38863362448205,0.6099397091813512
62.52527578731046,0.6140067161580154
96.3684354170361,0.6090328668215866
11.533082494757622,0.5457012319478701
5.876306996549661,0.5090757726601141
15.961458942653149,0.5594327208331493
43.968990842777174,0.605954517559999
31.454806772387524,0.5867474442701333
61.48973920775618,0.6109186368022065
81.04497180613224,0.6174102776610534
34.918812944575365,0.5966486631736432
99.59262139495203,0.6142646106907486
99.44744717286511,0.6091142506073596
83.36334802448715,0.6126112527420333
85.46183609001923,0.6200680921383169
82.7707949017874,0.6096782353071498
83.93690859425682,0.6147986539716936
75.99288686911567,0.6158884287442824
70.65090310554237,0.6198405084276105
71.0852487194779,0.6202637070178311
92.65609612347822,0.6078379348839654
90.20453829579586,0.6112942438694994
56.96511646268218,0.6099533613659851
69.81558610378244,0.6156886826052338
55.047565575249436,0.608873949489404
71.11093674355824,0.6133733204523774
29.051651588467166,0.5942962639369752
90.56673636874481,0.6033450604295965
68.12124101598111,0.6109257780126568
75.00752191574774,0.6146476203276319
54.917428966155896,0.6087724949404766
76.22999684774362,0.6162989225700444
87.27954467339495,0.6267724833309147
23.45328089796067,0.5841440644369714
95.79854619258785,0.61143285796236
65.74262131666359,0.6132793207364869
51.28579820908615,0.597262480340034
78.20256351173192,0.6171538131959077
60.396309920250815,0.5995405053376486
75.48112924297375,0.6076750681683537
59.27393710759018,0.6079650121702811
94.14622055570538,0.6141745984613832
39.73032878212709,0.6021935414690187
10.595937520042163,0.5367866752050835
51.529047710234636,0.6035835489022048
51.0795273032218,0.6087265520905637
86.85512109914396,0.6090624351727835
68.94130191450179,0.6101551767152814
32.75762943024612,0.5886479338339674
79.80995639325258,0.6107819498076983
83.7469480939087,0.6061108201435873
10.767963120053022,0.5315013508031983
89.53585490883046,0.617020804030599
68.95447191390741,0.6085291052209971
8.667761651351372,0.5258547916199315
20.73425821005075,0.5671540367513078
24.95038680981864,0.585025787249171
70.88110782446222,0.6136522610412471
34.95412897557501,0.593535977839417
71.87090221532823,0.6113372450369973
69.17335520849385,0.6145904240960516
79.92649097734815,0.6097608032788292
95.7012762576808,0.6145235290775581
98.60446576842725,0.6088260679782895
60.54773742163389,0.6043799913306916
91.61201745745771,0.6125958100209551
61.069718619876504,0.6096120771333479
97.20502597497644,0.6076432874526915
49.77491683745057,0.6003317370956137
14.017308798095296,0.5560618417634258
79.93117694500465,0.6135774174143143
98.22129176475292,0.6141999733393998
18.112306335835463,0.571593586672919
73.16369359072172,0.6117045031040764
8.241546552145927,0.5260145461351127
46.54122914922052,0.5966631298786769
