neighbours,center,RMSE
48.00313992644178,False,0.8538259927609188
68.96572842616104,True,0.8575906881452956
45.71577270948543,False,0.8539888471121736
20.0685704131944,False,0.845837762167808
90.33469511251035,True,0.8598837688603382
72.39999731556367,True,0.8594773966204683
10.152828325425602,True,0.8524634916712824
10.982633341130319,False,0.8541596812367542
76.7671129777802,True,0.8581252419168882
62.041188619369336,True,0.8550910516699007
98.19851610161854,False,0.8623973014041971
76.90376284369702,False,0.8579513508481121
89.39402678071757,True,0.8602025582739113
42.55377264604139,False,0.8535248723683712
4.485412225740296,True,0.8911914959239517
46.01998508089228,True,0.8512767240270838
64.4083632810561,False,0.8589033163598332
13.383621135575476,False,0.8507425443476467
72.06457317197727,False,0.8617248535736328
42.05878437013505,False,0.8513919913069653
25.137039137800556,False,0.8488887305650503
27.426205978624242,False,0.8493311594169962
26.84283022843929,False,0.8487366409592966
28.39610505305927,False,0.8483698592081376
34.54299798401057,False,0.8512409145664234
19.169557307544068,False,0.8491293845272748
35.84283723907514,False,0.8545770373044698
1.1983278086749145,False,1.1024052082856006
57.12411882123422,False,0.855611487709592
21.445371521241395,False,0.8505012768972419
35.143844811102625,False,0.8513626505073772
52.56405357140998,False,0.853925559145792
17.09434123186989,False,0.8478665337308889
5.265778822030425,False,0.8766037307324613
16.217133479776024,False,0.8484391812756925
7.665732443697294,False,0.8639943209975072
18.585683230645397,True,0.8494540207948809
1.084626564075137,False,1.0986462454013322
33.07607604225919,True,0.8491557628695479
12.741860769157249,False,0.8472725027072713
11.924265800802772,True,0.8533561583889797
53.953246910692656,False,0.8531270243957672
23.400017932546614,False,0.8478992556382364
39.366107636957494,True,0.8504574408554507
47.98248595593367,False,0.8523491198902181
29.8524463004174,True,0.8514321440189347
8.037751054015935,False,0.8585625748671212
87.21107161805674,False,0.8618265525069
97.2420064159731,True,0.8619552294006568
14.581770676662053,False,0.8484724163729976
40.38176496281462,False,0.8498846461701955
1.7878468546970243,False,1.0988841437426136
21.847643893504326,True,0.8478654212210702
67.8815523930671,False,0.8573314787647696
57.78890240850449,False,0.8548256570656312
81.23143635610657,False,0.8604130753055754
10.234142322109976,False,0.8518060169668457
30.691717478442513,True,0.8477598316336679
43.53258951683889,False,0.8503624977701736
37.47343831615572,False,0.8509040926105788
4.1575502739103865,False,0.891741323318742
24.927481724937817,False,0.8500918503634282
46.174898439128306,True,0.8529592326962513
60.946292559101245,False,0.8559226225053247
30.925534483441915,False,0.8467975238466782
31.695976817787344,False,0.8503803053654115
26.766683620454316,False,0.8482164169276776
20.432894425697853,False,0.8464403701006338
37.20832290667122,False,0.8508258555280058
19.58766466337756,False,0.846062914599042
21.130465292146603,False,0.8470847458376188
15.533569496011491,False,0.8492532594426557
18.972542094895488,False,0.8472723729559248
7.983520561563331,False,0.8610709516732017
5.3594563766548315,False,0.8763644667303417
33.56113353824583,False,0.8494520228487717
25.080781509191283,False,0.8493356682220696
51.546793712257795,False,0.8549287557279102
28.046370838896113,True,0.8475036056943739
48.46129850863508,False,0.851635634350321
17.656613498431426,False,0.8482403159855444
12.914753308868121,False,0.852559096590658
43.77060920537204,False,0.8499165822433149
3.366574224697146,True,0.9140810571460255
9.97135222195767,False,0.8541901793385585
20.491703287917126,False,0.845054167562991
40.88502456566173,False,0.8520030883844931
22.928426916704254,True,0.8470594478594009
65.23977959200676,False,0.8553015483330726
74.68102779733499,False,0.8566502725419802
38.40376561291109,False,0.8508650726454577
15.1221610552575,False,0.8490775403767274
56.29119994488586,True,0.8562853704244399
6.393553800602502,False,0.8673012131242851
29.020180202589877,False,0.8488114728462239
10.964047765698874,False,0.8537292974776804
35.64136687840709,True,0.8482219827137943
32.10593698449809,False,0.8497619441334658
26.592194549423425,False,0.8485036781110319
49.190244194523004,False,0.852752769204244
